"mes_id","geo_id","cat_id","cat_name","cat_lbl","lvl_name","lvl_id","smooth"
242,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
242,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
242,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
242,2,9,"State x County x Age","AgeBandId","Age Group",3,1
242,2,10,"State x County x Gender","GenderId","Gender",4,1
242,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
243,1,3,"State x Age","AgeBandId","Age Group",3,0
243,1,4,"State x Gender","GenderId","Gender",4,0
243,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
243,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
243,1,37,"State x Age x Gender","GenderId","Gender",4,0
243,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
243,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
243,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
243,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
243,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
243,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
243,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
243,2,9,"State x County x Age","AgeBandId","Age Group",3,0
243,2,10,"State x County x Gender","GenderId","Gender",4,0
243,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
244,1,3,"State x Age","AgeBandId","Age Group",3,0
244,1,4,"State x Gender","GenderId","Gender",4,0
244,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
244,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
244,1,37,"State x Age x Gender","GenderId","Gender",4,0
244,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
244,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
244,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
244,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
244,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
244,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
244,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
244,2,9,"State x County x Age","AgeBandId","Age Group",3,1
244,2,10,"State x County x Gender","GenderId","Gender",4,1
244,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
245,1,3,"State x Age","AgeBandId","Age Group",3,0
245,1,4,"State x Gender","GenderId","Gender",4,0
245,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
245,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
245,1,37,"State x Age x Gender","GenderId","Gender",4,0
245,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
245,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
245,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
245,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
245,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
245,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
245,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
245,2,9,"State x County x Age","AgeBandId","Age Group",3,0
245,2,10,"State x County x Gender","GenderId","Gender",4,0
245,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
246,1,3,"State x Age","AgeBandId","Age Group",3,0
246,1,4,"State x Gender","GenderId","Gender",4,0
246,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
246,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
246,1,37,"State x Age x Gender","GenderId","Gender",4,0
246,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
246,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
246,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
246,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
246,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
246,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
246,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
246,2,9,"State x County x Age","AgeBandId","Age Group",3,1
246,2,10,"State x County x Gender","GenderId","Gender",4,1
246,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
249,1,3,"State x Age","AgeBandId","Age Group",3,0
249,1,4,"State x Gender","GenderId","Gender",4,0
249,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
249,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
249,1,37,"State x Age x Gender","GenderId","Gender",4,0
249,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
249,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
249,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
249,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
249,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
249,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
249,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
249,2,9,"State x County x Age","AgeBandId","Age Group",3,0
249,2,10,"State x County x Gender","GenderId","Gender",4,0
249,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
250,1,3,"State x Age","AgeBandId","Age Group",3,0
250,1,4,"State x Gender","GenderId","Gender",4,0
250,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
250,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
250,1,37,"State x Age x Gender","GenderId","Gender",4,0
250,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
250,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
250,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
250,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
250,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
250,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
250,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
250,2,9,"State x County x Age","AgeBandId","Age Group",3,1
250,2,10,"State x County x Gender","GenderId","Gender",4,1
250,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
251,1,3,"State x Age","AgeBandId","Age Group",3,0
251,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
251,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
251,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
251,2,9,"State x County x Age","AgeBandId","Age Group",3,0
251,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
252,1,3,"State x Age","AgeBandId","Age Group",3,0
252,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
252,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
252,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
252,2,9,"State x County x Age","AgeBandId","Age Group",3,1
252,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
253,1,3,"State x Age","AgeBandId","Age Group",3,0
253,1,4,"State x Gender","GenderId","Gender",4,0
253,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
253,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
253,1,37,"State x Age x Gender","GenderId","Gender",4,0
253,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
253,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
253,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
253,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
253,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
253,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
253,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
253,2,9,"State x County x Age","AgeBandId","Age Group",3,0
253,2,10,"State x County x Gender","GenderId","Gender",4,0
253,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
254,1,3,"State x Age","AgeBandId","Age Group",3,0
254,1,4,"State x Gender","GenderId","Gender",4,0
254,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
254,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
254,1,37,"State x Age x Gender","GenderId","Gender",4,0
254,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
254,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
254,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
254,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
254,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
254,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
254,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
254,2,9,"State x County x Age","AgeBandId","Age Group",3,1
254,2,10,"State x County x Gender","GenderId","Gender",4,1
254,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
259,1,4,"State x Gender","GenderId","Gender",4,0
259,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
259,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
259,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
259,2,10,"State x County x Gender","GenderId","Gender",4,0
259,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
260,1,4,"State x Gender","GenderId","Gender",4,0
260,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
260,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
260,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
260,2,10,"State x County x Gender","GenderId","Gender",4,1
260,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
261,1,4,"State x Gender","GenderId","Gender",4,0
261,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
261,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
261,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
261,2,10,"State x County x Gender","GenderId","Gender",4,0
261,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
262,1,4,"State x Gender","GenderId","Gender",4,0
262,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
262,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
262,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
262,2,10,"State x County x Gender","GenderId","Gender",4,1
262,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
274,1,3,"State x Age","AgeBandId","Age Group",3,0
274,1,4,"State x Gender","GenderId","Gender",4,0
274,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
275,1,3,"State x Age","AgeBandId","Age Group",3,0
275,1,4,"State x Gender","GenderId","Gender",4,0
275,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
276,1,3,"State x Age","AgeBandId","Age Group",3,0
276,1,4,"State x Gender","GenderId","Gender",4,0
276,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
277,1,3,"State x Age","AgeBandId","Age Group",3,0
277,1,4,"State x Gender","GenderId","Gender",4,0
277,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
278,1,3,"State x Age","AgeBandId","Age Group",3,0
278,1,4,"State x Gender","GenderId","Gender",4,0
278,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
279,1,3,"State x Age","AgeBandId","Age Group",3,0
279,1,4,"State x Gender","GenderId","Gender",4,0
279,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
280,1,3,"State x Age","AgeBandId","Age Group",3,0
280,1,4,"State x Gender","GenderId","Gender",4,0
280,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
281,1,3,"State x Age","AgeBandId","Age Group",3,0
281,1,4,"State x Gender","GenderId","Gender",4,0
281,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
284,1,3,"State x Age","AgeBandId","Age Group",3,0
284,1,4,"State x Gender","GenderId","Gender",4,0
284,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
285,1,3,"State x Age","AgeBandId","Age Group",3,0
285,1,4,"State x Gender","GenderId","Gender",4,0
285,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
286,1,3,"State x Age","AgeBandId","Age Group",3,0
286,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
286,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
286,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
287,1,3,"State x Age","AgeBandId","Age Group",3,0
287,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
287,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
287,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
290,1,3,"State x Age","AgeBandId","Age Group",3,0
290,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
290,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
290,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
290,2,9,"State x County x Age","AgeBandId","Age Group",3,0
290,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
291,1,3,"State x Age","AgeBandId","Age Group",3,0
291,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
291,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
291,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
291,2,9,"State x County x Age","AgeBandId","Age Group",3,1
291,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
324,1,3,"State x Age","AgeBandId","Age Group",3,0
324,1,4,"State x Gender","GenderId","Gender",4,0
324,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,1,37,"State x Age x Gender","AgeBandId","Age Group",3,0
324,1,37,"State x Age x Gender","GenderId","Gender",4,0
324,1,42,"State x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,1,42,"State x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
324,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
324,1,133,"State x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,1,133,"State x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
324,1,133,"State x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
324,2,9,"State x County x Age","AgeBandId","Age Group",3,0
324,2,10,"State x County x Gender","GenderId","Gender",4,0
324,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,2,52,"State x County x Age x Gender","AgeBandId","Age Group",3,0
324,2,52,"State x County x Age x Gender","GenderId","Gender",4,0
324,2,57,"State x County x Age x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,2,57,"State x County x Age x Race/Ethnicity","AgeBandId","Age Group",3,0
324,2,58,"State x County x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,2,58,"State x County x Gender x Race/Ethnicity","GenderId","Gender",4,0
324,2,149,"State x County x Age x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,2,149,"State x County x Age x Gender x Race/Ethnicity","AgeBandId","Age Group",3,0
324,2,149,"State x County x Age x Gender x Race/Ethnicity","GenderId","Gender",4,0
324,7,138,"State x Census Tract x Age","AgeBandId","Age Group",3,0
324,7,139,"State x Census Tract x Gender","GenderId","Gender",4,0
324,7,140,"State x Census Tract x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,10,2222,"State x 5k x Age","AgeBandId","Age Group",3,0
324,10,2223,"State x 5k x Gender","GenderId","Gender",4,0
324,10,2224,"State x 5k x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
324,12,2225,"State x 20k x Age","AgeBandId","Age Group",3,0
324,12,2226,"State x 20k x Gender","GenderId","Gender",4,0
324,12,2227,"State x 20k x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
326,1,3,"State x Age","AgeBandId","Age Group",3,0
326,2,9,"State x County x Age","AgeBandId","Age Group",3,0
327,1,3,"State x Age","AgeBandId","Age Group",3,0
327,2,9,"State x County x Age","AgeBandId","Age Group",3,0
329,1,3,"State x Age","AgeBandId","Age Group",3,0
329,2,9,"State x County x Age","AgeBandId","Age Group",3,0
330,1,3,"State x Age","AgeBandId","Age Group",3,0
330,2,9,"State x County x Age","AgeBandId","Age Group",3,0
333,1,3,"State x Age","AgeBandId","Age Group",3,0
333,1,4,"State x Gender","GenderId","Gender",4,0
333,1,5,"State x Race","RaceId","Race",1,0
333,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
334,1,3,"State x Age","AgeBandId","Age Group",3,0
334,1,4,"State x Gender","GenderId","Gender",4,0
334,1,5,"State x Race","RaceId","Race",1,0
334,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
335,1,3,"State x Age","AgeBandId","Age Group",3,0
335,1,4,"State x Gender","GenderId","Gender",4,0
335,1,5,"State x Race","RaceId","Race",1,0
335,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
336,1,3,"State x Age","AgeBandId","Age Group",3,0
336,1,4,"State x Gender","GenderId","Gender",4,0
336,1,5,"State x Race","RaceId","Race",1,0
336,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
367,2,178,"State x County x Land Type","LandTypeId","Land Type",52,0
367,7,179,"State x Census Tract x Land Type","LandTypeId","Land Type",52,0
368,2,178,"State x County x Land Type","LandTypeId","Land Type",52,0
368,7,179,"State x Census Tract x Land Type","LandTypeId","Land Type",52,0
369,2,178,"State x County x Land Type","LandTypeId","Land Type",52,0
369,7,179,"State x Census Tract x Land Type","LandTypeId","Land Type",52,0
373,1,4,"State x Gender","GenderId","Gender",4,0
373,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
376,1,65,"State x Disability","DisabilityId","Disability",16,0
377,1,65,"State x Disability","DisabilityId","Disability",16,0
378,1,65,"State x Disability","DisabilityId","Disability",16,0
379,1,65,"State x Disability","DisabilityId","Disability",16,0
380,1,65,"State x Disability","DisabilityId","Disability",16,0
381,1,65,"State x Disability","DisabilityId","Disability",16,0
382,1,4,"State x Gender","GenderId","Gender",4,0
382,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
382,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
382,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
383,1,4,"State x Gender","GenderId","Gender",4,0
383,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
383,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
383,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
384,1,4,"State x Gender","GenderId","Gender",4,0
384,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
384,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
384,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
385,1,4,"State x Gender","GenderId","Gender",4,0
385,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
385,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
385,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
385,2,10,"State x County x Gender","GenderId","Gender",4,0
385,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
386,1,4,"State x Gender","GenderId","Gender",4,0
386,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
386,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
386,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
387,1,4,"State x Gender","GenderId","Gender",4,0
387,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
387,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
387,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
387,2,10,"State x County x Gender","GenderId","Gender",4,1
387,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
388,1,4,"State x Gender","GenderId","Gender",4,0
388,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
388,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
388,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
389,1,4,"State x Gender","GenderId","Gender",4,0
389,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
389,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
389,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
389,2,10,"State x County x Gender","GenderId","Gender",4,0
389,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
390,1,4,"State x Gender","GenderId","Gender",4,0
390,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
390,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
390,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
391,1,4,"State x Gender","GenderId","Gender",4,0
391,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
391,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
391,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
391,2,10,"State x County x Gender","GenderId","Gender",4,1
391,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
392,1,4,"State x Gender","GenderId","Gender",4,0
392,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
392,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
392,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
393,1,4,"State x Gender","GenderId","Gender",4,0
393,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
393,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
393,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
393,2,10,"State x County x Gender","GenderId","Gender",4,0
393,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
394,1,4,"State x Gender","GenderId","Gender",4,0
394,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
394,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
394,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
395,1,4,"State x Gender","GenderId","Gender",4,0
395,1,8,"State x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
395,1,43,"State x Gender x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,0
395,1,43,"State x Gender x Race/Ethnicity","GenderId","Gender",4,0
395,2,10,"State x County x Gender","GenderId","Gender",4,1
395,2,13,"State x County x Race/Ethnicity","RaceEthnicityId","Race/Ethnicity",2,1
396,2,66,"State x County x Reduction Rate","ReductionRateId","Reduction Percent",15,0
396,2,67,"State x County x Reduction Rate x Percent GT 65","PopulationGT65Id","Percent of Population Over 65",10,0
396,2,67,"State x County x Reduction Rate x Percent GT 65","ReductionRateId","Reduction Percent",15,0
396,2,68,"State x County x Reduction Rate x Percent Poverty","PopulationPovertyId","Percent of Population in Poverty",11,0
396,2,68,"State x County x Reduction Rate x Percent Poverty","ReductionRateId","Reduction Percent",15,0
396,2,69,"State x County x Reduction Rate x Percent Uninsured","PopulationUninsuredId","Percent of Population (under 65) Uninsured",12,0
396,2,69,"State x County x Reduction Rate x Percent Uninsured","ReductionRateId","Reduction Percent",15,0
396,2,71,"State x County x Reduction Rate x Population Density","PopulationDensityId","Population Density",14,0
396,2,71,"State x County x Reduction Rate x Population Density","ReductionRateId","Reduction Percent",15,0
396,2,72,"State x County x Reduction Rate x Percent Smoking","ReductionRateId","Reduction Percent",15,0
396,2,72,"State x County x Reduction Rate x Percent Smoking","PopulationSmokingId","Percent of Adult Smokers",17,0
396,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","ReductionRateId","Reduction Percent",15,0
396,2,107,"State x County x Reduction Rate x Adult Obesity Prevalence","PopulationObesityId","Adult Obesity Prevalence",32,0
396,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","ReductionRateId","Reduction Percent",15,0
396,2,108,"State x County x Reduction Rate x Physical Inactivity Prevalence","PopulationPhysicalInactiveId","Physical Inactivity Prevalence",33,0
396,2,110,"State x County x Reduction Rate x Diabetes Prevalence","ReductionRateId","Reduction Percent",15,0
396,2,110,"State x County x Reduction Rate x Diabetes Prevalence","PopulationDiabetesId","Diabetes Prevalence",34,0
397,2,66,"State x County x Reduction Rate","ReductionRateId","Reduction Percent",15,0
397,2,67,"State x County x Reduction Rate x Percent GT 65","PopulationGT65Id","Percent of Population Over 65",10,0
397,2,67,"State x County x Reduction Rate x Percent GT 65","ReductionRateId","Reduction Percent",15,0
397,2,68,"State x County x Reduction Rate x Percent Poverty","PopulationPovertyId","Percent of Population in Poverty",11,0
397,2,68,"State x County x Reduction Rate x Percent Poverty","ReductionRateId","Reduction Percent",15,0
